time|TEMP|VPV1|IPV1|ETODAY|IAC|VAC|FAC|PAC|ETOTAL|HTOTAL|MODE|unknown76|unknown77|ERR_GV|ERR_GF|ERR_TEMP|ERR_PV1|ERR_GFC1|ERR_MODE|unknown7f
1395744117|40.5|286.3|6.8|6.92|8|232.8|49.98|1867|3278.8|4090|1|0|0|0|0|0|0|0|0|0
1395744177|40.5|286.6|8.4|6.96|9.9|233.8|50|2314|3278.8|4090|1|0|0|0|0|0|0|0|0|0
1395744237|40.7|285.3|9.8|7|11.4|233.8|49.99|2662|3278.9|4090|1|0|0|0|0|0|0|0|0|0
1395744297|40.8|281.3|7.4|7.04|8.6|232.9|49.99|1999|3278.9|4090|1|0|0|0|0|0|0|0|0|0
1395744357|41|287.8|9.8|7.08|11.5|233.5|49.98|2684|3278.9|4090|1|0|0|0|0|0|0|0|0|0
1395744417|41.1|281.3|9.5|7.12|10.9|233.7|49.96|2557|3279|4090|1|0|0|0|0|0|0|0|0|0
1395744477|41.4|284.1|8|7.16|9.4|233.3|49.99|2183|3279|4090|1|0|0|0|0|0|0|0|0|0
1395744537|41.5|282.1|8.3|7.2|9.6|232.8|49.98|2247|3279.1|4090|1|0|0|0|0|0|0|0|0|0
1395744597|41.5|283.6|8.3|7.24|9.7|232.7|49.97|2252|3279.1|4090|1|0|0|0|0|0|0|0|0|0
1395744657|41.5|284.9|9.4|7.28|10.9|233.9|49.98|2550|3279.1|4090|1|0|0|0|0|0|0|0|0|0
1395744717|41.5|284.8|9.6|7.32|11.2|233.2|49.98|2606|3279.2|4090|1|0|0|0|0|0|0|0|0|0
1395744777|41.7|281.3|8.8|7.36|10.1|233.8|49.99|2365|3279.2|4090|1|0|0|0|0|0|0|0|0|0
1395744837|41.7|285.3|8.2|7.4|9.6|233.6|49.99|2248|3279.3|4090|1|0|0|0|0|0|0|0|0|0
1395744897|41.7|281.3|10|7.44|11.5|233.5|50|2692|3279.3|4090|1|0|0|0|0|0|0|0|0|0
1395744957|42.1|280.7|9.8|7.49|11.2|234|50|2617|3279.3|4090|1|0|0|0|0|0|0|0|0|0
1395745017|42.2|282.5|9.6|7.53|11|234.3|50.01|2587|3279.4|4090|1|0|0|0|0|0|0|0|0|0
1395745077|42.4|281.1|10.3|7.57|11.8|233.7|50.01|2755|3279.4|4090|1|0|0|0|0|0|0|0|0|0
1395745137|42.4|278.8|10.6|7.62|12.1|233.9|50|2816|3279.5|4090|1|0|0|0|0|0|0|0|0|0
1395745197|42.6|275.5|10.7|7.66|12|233.7|49.99|2798|3279.5|4090|1|0|0|0|0|0|0|0|0|0
1395745257|42.9|279.3|9.9|7.71|11.3|233.5|49.94|2626|3279.6|4090|1|0|0|0|0|0|0|0|0|0
1395745317|42.9|276.9|9.9|7.75|11.2|233.7|49.94|2613|3279.6|4091|1|0|0|0|0|0|0|0|0|0
1395745377|43|277.1|10.4|7.8|11.8|232.9|49.95|2752|3279.7|4091|1|0|0|0|0|0|0|0|0|0
1395745437|43.2|277.6|11|7.85|12.4|234|49.97|2908|3279.7|4091|1|0|0|0|0|0|0|0|0|0
1395745497|43.4|279.3|10.9|7.89|12.4|233.4|49.98|2888|3279.8|4091|1|0|0|0|0|0|0|0|0|0
1395745557|43.7|273.5|11.1|7.94|12.4|233|50|2894|3279.8|4091|1|0|0|0|0|0|0|0|0|0
1395745617|43.8|275.7|10.9|7.99|12.2|234|49.98|2860|3279.9|4091|1|0|0|0|0|0|0|0|0|0
1395745677|43.9|273.2|10.6|8.03|11.8|234.1|49.98|2755|3279.9|4091|1|0|0|0|0|0|0|0|0|0
1395745737|43.9|274.9|10.6|8.08|11.9|233.8|49.97|2787|3279.9|4091|1|0|0|0|0|0|0|0|0|0
1395745797|44|275|11|8.13|12.2|234.5|49.97|2869|3280|4091|1|0|0|0|0|0|0|0|0|0
1395745857|44.3|275.1|11.1|8.18|12.4|234.3|49.98|2908|3280|4091|1|0|0|0|0|0|0|0|0|0
1395745917|44.4|279|10.7|8.22|12.1|234.5|50|2831|3280.1|4091|1|0|0|0|0|0|0|0|0|0
1395745977|44.5|275.1|11.2|8.27|12.5|234.3|50|2916|3280.1|4091|1|0|0|0|0|0|0|0|0|0
1395746037|44.8|276.1|10.7|8.32|12|234.6|50|2815|3280.2|4091|1|0|0|0|0|0|0|0|0|0
1395746097|44.9|276|10.9|8.37|12.2|234.4|49.99|2859|3280.2|4091|1|0|0|0|0|0|0|0|0|0
1395746157|44.9|274.1|10.8|8.42|12|234.3|49.99|2808|3280.3|4091|1|0|0|0|0|0|0|0|0|0
1395746217|44.9|271.6|11.1|8.46|12.2|234.5|49.99|2862|3280.3|4091|1|0|0|0|0|0|0|0|0|0
1395746277|45.1|275.7|10.6|8.51|11.8|234.8|49.98|2778|3280.4|4091|1|0|0|0|0|0|0|0|0|0
1395746337|45|271.6|10.2|8.55|11.3|234.3|49.99|2643|3280.4|4091|1|0|0|0|0|0|0|0|0|0
1395746397|45|279|10.2|8.6|11.5|234.4|49.99|2700|3280.5|4091|1|0|0|0|0|0|0|0|0|0
1395746457|45.1|273.2|11|8.64|12.2|234.5|49.98|2865|3280.5|4091|1|0|0|0|0|0|0|0|0|0
1395746517|45.3|280.6|7.5|8.69|8.7|233.5|49.99|2023|3280.6|4091|1|0|0|0|0|0|0|0|0|0
1395746577|45.1|275.4|3.9|8.73|4.4|232.8|50.01|1033|3280.6|4091|1|0|0|0|0|0|0|0|0|0
1395746637|44.9|273.6|10.2|8.76|11.4|234.3|50|2657|3280.6|4091|1|0|0|0|0|0|0|0|0|0
1395746697|45.1|276.8|11|8.81|12.3|234.7|49.98|2891|3280.7|4091|1|0|0|0|0|0|0|0|0|0
1395746757|45.1|275.3|11.2|8.86|12.6|234|49.97|2934|3280.7|4091|1|0|0|0|0|0|0|0|0|0
1395746817|45.4|275.2|10.9|8.91|12.1|234.4|49.99|2842|3280.8|4091|1|0|0|0|0|0|0|0|0|0
1395746877|45.6|276.8|10.5|8.95|11.8|234.7|50|2778|3280.8|4091|1|0|0|0|0|0|0|0|0|0
1395746937|45.7|277.1|10.4|9|11.7|234.5|50|2744|3280.9|4091|1|0|0|0|0|0|0|0|0|0
1395746997|45.6|277.9|10.7|9.04|12.1|234.7|50|2824|3280.9|4091|1|0|0|0|0|0|0|0|0|0
1395747057|45.6|279.3|10.2|9.08|11.6|234.7|49.99|2727|3280.9|4091|1|0|0|0|0|0|0|0|0|0
1395747117|45.6|277.1|10.6|9.13|11.9|234.8|49.99|2794|3281|4091|1|0|0|0|0|0|0|0|0|0
1395747177|45.7|276.7|10.8|9.18|12.2|233.9|49.98|2842|3281|4091|1|0|0|0|0|0|0|0|0|0
1395747237|45.8|275.3|10.7|9.23|12|233.9|50|2813|3281.1|4091|1|0|0|0|0|0|0|0|0|0
1395747297|46.1|274.3|11.3|9.27|12.6|234.4|50.01|2950|3281.1|4091|1|0|0|0|0|0|0|0|0|0
1395747357|46.3|276.4|11.5|9.32|12.9|235|49.99|3021|3281.2|4091|1|0|0|0|0|0|0|0|0|0
1395747417|46.3|274.2|11.2|9.37|12.4|235.1|50.01|2924|3281.2|4091|1|0|0|0|0|0|0|0|0|0
1395747477|46.4|276.4|11|9.42|12.3|235|50.02|2893|3281.3|4091|1|0|0|0|0|0|0|0|0|0
1395747537|46.6|272.7|11.1|9.47|12.3|235|50.02|2877|3281.3|4091|1|0|0|0|0|0|0|0|0|0
1395747597|46.5|276.7|11.1|9.52|12.5|234.5|50|2928|3281.4|4091|1|0|0|0|0|0|0|0|0|0
1395747657|46.8|277.2|10.9|9.56|12.3|234.5|50|2873|3281.4|4091|1|0|0|0|0|0|0|0|0|0
1395747717|46.8|274.1|11.4|9.61|12.7|234.2|50.01|2972|3281.5|4091|1|0|0|0|0|0|0|0|0|0
1395747777|46.9|272.2|11.9|9.66|13.1|234.3|50|3069|3281.5|4091|1|0|0|0|0|0|0|0|0|0
1395747837|47|273.8|12.1|9.71|13.4|234.5|50.01|3131|3281.6|4091|1|0|0|0|0|0|0|0|0|0
1395747897|47.3|272.1|11.8|9.77|13|234.5|50|3040|3281.6|4091|1|0|0|0|0|0|0|0|0|0
1395747958|47.4|271.6|11.3|9.82|12.5|234.4|50|2921|3281.7|4091|1|0|0|0|0|0|0|0|0|0
1395748017|47.3|273.7|9.2|9.85|9.5|233.1|50|2176|3281.7|4091|1|0|0|0|0|0|0|0|0|0
1395748077|47.3|278.2|10.4|9.9|11.8|234.3|49.99|2753|3281.8|4091|1|0|0|0|0|0|0|0|0|0
1395748137|47.2|277.7|10.7|9.94|12|234.2|50.01|2818|3281.8|4091|1|0|0|0|0|0|0|0|0|0
1395748197|47.3|275.5|10.6|9.99|12|233.7|50|2809|3281.9|4091|1|0|0|0|0|0|0|0|0|0
1395748257|47.2|274.8|3|10.02|3.4|231.5|49.99|799|3281.9|4091|1|0|0|0|0|0|0|0|0|0
1395748317|46.8|282|9.5|10.06|11|234|50|2572|3281.9|4091|1|0|0|0|0|0|0|0|0|0
1395748377|46.4|275.2|2.3|10.08|2.7|231.4|50.01|633|3281.9|4091|1|0|0|0|0|0|0|0|0|0
1395748437|45.6|273.9|2.6|10.09|3|231.6|49.99|697|3282|4091|1|0|0|0|0|0|0|0|0|0
1395748498|44.9|279.8|2.7|10.1|3.2|232.4|50.01|749|3282|4091|1|0|0|0|0|0|0|0|0|0
1395748557|44.5|283.3|11|10.12|12.6|234.5|50|2949|3282|4091|1|0|0|0|0|0|0|0|0|0
1395748617|44.6|279.2|8.5|10.17|9.7|233.8|50|2264|3282|4091|1|0|0|0|0|0|0|0|0|0
1395748677|44.8|281.8|11.1|10.22|12.7|234.6|50.01|2984|3282.1|4091|1|0|0|0|0|0|0|0|0|0
1395748737|44.8|286.8|3.4|10.24|4.1|232.1|50|952|3282.1|4091|1|0|0|0|0|0|0|0|0|0
1395748797|44.3|278.8|2.6|10.26|3|232.3|50.01|707|3282.1|4091|1|0|0|0|0|0|0|0|0|0
1395748857|43.8|276.9|2.4|10.27|2.7|232.2|49.97|638|3282.1|4091|1|0|0|0|0|0|0|0|0|0
1395748917|43.3|286.1|2.5|10.28|3|232|49.96|697|3282.1|4092|1|0|0|0|0|0|0|0|0|0
1395748977|42.9|287.8|6.5|10.29|7.2|232.5|49.97|1665|3282.2|4092|1|0|0|0|0|0|0|0|0|0
1395749037|42.8|292.1|9.8|10.34|11.7|233.5|49.98|2738|3282.2|4092|1|0|0|0|0|0|0|0|0|0
1395749097|43|286.9|10.4|10.38|12.1|233|49.96|2820|3282.2|4092|1|0|0|0|0|0|0|0|0|0
1395749157|43.3|278.2|2.6|10.41|3.1|231.7|49.99|706|3282.3|4092|1|0|0|0|0|0|0|0|0|0
1395749217|42.8|278.9|2.4|10.42|2.9|231.8|49.98|665|3282.3|4092|1|0|0|0|0|0|0|0|0|0
1395749277|42.6|291.2|2.5|10.43|3.1|231.5|49.98|713|3282.3|4092|1|0|0|0|0|0|0|0|0|0
1395749337|42.1|290.5|3.5|10.45|4.1|232|49.97|967|3282.3|4092|1|0|0|0|0|0|0|0|0|0
1395749397|41.7|287.1|2.5|10.46|3.1|230.9|49.97|715|3282.3|4092|1|0|0|0|0|0|0|0|0|0
1395749457|41.3|287.1|2.3|10.47|2.8|231.5|49.98|657|3282.3|4092|1|0|0|0|0|0|0|0|0|0
1395749517|40.8|287.1|2.3|10.48|2.8|232|49.99|640|3282.3|4092|1|0|0|0|0|0|0|0|0|0
1395749577|40.4|294.9|7.9|10.5|9.7|233.5|49.98|2265|3282.4|4092|1|0|0|0|0|0|0|0|0|0
1395749637|40.7|294.8|2.9|10.53|3.6|231.9|49.97|841|3282.4|4092|1|0|0|0|0|0|0|0|0|0
1395749697|40.4|290.2|2.1|10.55|2.6|231.4|49.99|605|3282.4|4092|1|0|0|0|0|0|0|0|0|0
1395749757|40|288.6|2.2|10.56|2.6|231.5|50|611|3282.4|4092|1|0|0|0|0|0|0|0|0|0
1395749817|39.6|296.2|2.3|10.57|2.9|230.9|49.99|676|3282.4|4092|1|0|0|0|0|0|0|0|0|0
1395749877|39.5|290.6|2.9|10.58|3.6|232.1|50|841|3282.4|4092|1|0|0|0|0|0|0|0|0|0
1395749937|39.4|298.2|10.5|10.61|12.8|234.5|50|3002|3282.5|4092|1|0|0|0|0|0|0|0|0|0
1395749997|40|294.7|10.4|10.66|12.5|234.5|49.99|2926|3282.5|4092|1|0|0|0|0|0|0|0|0|0
1395750057|40.4|291.7|10.9|10.71|13|234.4|49.98|3034|3282.6|4092|1|0|0|0|0|0|0|0|0|0
1395750117|41|281.8|8.5|10.76|9.8|233|49.98|2294|3282.6|4092|1|0|0|0|0|0|0|0|0|0
1395750177|41|284.7|2.9|10.78|3.4|231.5|49.98|798|3282.6|4092|1|0|0|0|0|0|0|0|0|0
1395750237|40.5|280.8|2.5|10.8|2.9|232.3|49.99|683|3282.7|4092|1|0|0|0|0|0|0|0|0|0
1395750297|40|279.1|2.3|10.81|2.7|232|49.98|631|3282.7|4092|1|0|0|0|0|0|0|0|0|0
1395750357|39.9|282.8|2.1|10.82|2.6|232.1|49.99|592|3282.7|4092|1|0|0|0|0|0|0|0|0|0
1395750417|39.4|288.7|2.1|10.83|2.5|231.3|49.99|587|3282.7|4092|1|0|0|0|0|0|0|0|0|0
1395750477|39.1|281.2|2.2|10.84|2.6|232.3|50|606|3282.7|4092|1|0|0|0|0|0|0|0|0|0
1395750537|38.7|290.7|2.3|10.85|2.8|231.8|49.97|649|3282.7|4092|1|0|0|0|0|0|0|0|0|0
1395750597|38.6|289|2.6|10.86|3.2|231.8|49.97|741|3282.7|4092|1|0|0|0|0|0|0|0|0|0
1395750657|38.4|298.1|9.9|10.89|12|234.4|49.96|2814|3282.8|4092|1|0|0|0|0|0|0|0|0|0
1395750717|38.9|292.5|3.5|10.92|4.3|232.3|49.96|993|3282.8|4092|1|0|0|0|0|0|0|0|0|0
1395750777|38.7|284.1|2.5|10.94|2.9|231.8|49.96|682|3282.8|4092|1|0|0|0|0|0|0|0|0|0
1395750837|38.4|282.1|2.3|10.95|2.7|232.3|49.97|637|3282.8|4092|1|0|0|0|0|0|0|0|0|0
1395750897|38.2|289.7|2.2|10.96|2.7|231.5|49.96|616|3282.8|4092|1|0|0|0|0|0|0|0|0|0
1395750957|37.9|287.7|2.2|10.97|2.7|231.3|49.96|619|3282.8|4092|1|0|0|0|0|0|0|0|0|0
1395751017|37.4|288.1|2.3|10.98|2.8|230.7|49.96|645|3282.8|4092|1|0|0|0|0|0|0|0|0|0
1395751077|37.4|288.1|2.2|10.99|2.7|231.2|49.97|634|3282.9|4092|1|0|0|0|0|0|0|0|0|0
1395751137|37.1|284.1|2.1|11|2.6|231.3|49.97|600|3282.9|4092|1|0|0|0|0|0|0|0|0|0
1395751197|37|290|2|11.01|2.5|231|49.96|579|3282.9|4092|1|0|0|0|0|0|0|0|0|0
1395751257|36.7|286.1|2|11.02|2.5|230.8|49.95|572|3282.9|4092|1|0|0|0|0|0|0|0|0|0
1395751317|36.5|291.7|2|11.03|2.5|231.3|49.97|579|3282.9|4092|1|0|0|0|0|0|0|0|0|0
1395751377|36.2|294|2|11.04|2.6|231.3|49.98|596|3282.9|4092|1|0|0|0|0|0|0|0|0|0
1395751437|36.2|292.1|2.1|11.05|2.7|231|49.99|615|3282.9|4092|1|0|0|0|0|0|0|0|0|0
1395751497|36|291.7|2.2|11.06|2.7|231.1|49.97|625|3282.9|4092|1|0|0|0|0|0|0|0|0|0
1395751557|35.9|295.7|2.2|11.07|2.8|231.3|49.97|642|3282.9|4092|1|0|0|0|0|0|0|0|0|0
1395751617|35.7|299.6|2.4|11.08|3.1|231.3|49.98|704|3282.9|4092|1|0|0|0|0|0|0|0|0|0
1395751677|35.5|297.8|3|11.09|3.8|231|49.98|873|3283|4092|1|0|0|0|0|0|0|0|0|0
1395751737|35.3|297.8|3.6|11.11|4.5|231.5|50.02|1043|3283|4092|1|0|0|0|0|0|0|0|0|0
1395751798|35.3|299.9|3.7|11.13|4.6|231.9|50.02|1076|3283|4092|1|0|0|0|0|0|0|0|0|0
1395751857|35.7|297|10.3|11.16|12.5|234.1|50.01|2935|3283|4092|1|0|0|0|0|0|0|0|0|0
1395751917|36.2|292.8|10|11.21|12|234|50.01|2804|3283.1|4092|1|0|0|0|0|0|0|0|0|0
1395751977|36.7|293.1|9.9|11.26|11.8|234.2|50.01|2762|3283.1|4092|1|0|0|0|0|0|0|0|0|0
1395752037|37.3|289|9.8|11.3|11.6|234.2|50.03|2721|3283.2|4092|1|0|0|0|0|0|0|0|0|0
1395752097|37.7|287.1|10.1|11.35|11.9|234.2|50.01|2782|3283.2|4092|1|0|0|0|0|0|0|0|0|0
1395752157|38.2|288.7|10.3|11.4|12.1|234.5|50.02|2841|3283.3|4092|1|0|0|0|0|0|0|0|0|0
1395752217|38.4|286.7|10.3|11.44|12.1|234.4|50.01|2825|3283.3|4092|1|0|0|0|0|0|0|0|0|0
1395752277|38.9|284.6|10.2|11.49|11.9|234.3|50.01|2774|3283.4|4092|1|0|0|0|0|0|0|0|0|0
1395752337|39.3|284.3|10.1|11.54|11.7|234.5|50.02|2746|3283.4|4092|1|0|0|0|0|0|0|0|0|0
1395752397|39.4|284.3|9.8|11.58|11.4|234.2|50.01|2659|3283.4|4092|1|0|0|0|0|0|0|0|0|0
1395752457|39.6|280.6|9.5|11.62|10.9|234.2|49.99|2553|3283.5|4092|1|0|0|0|0|0|0|0|0|0
1395752517|39.6|274.6|2|11.65|2.4|231.7|49.98|553|3283.5|4093|1|0|0|0|0|0|0|0|0|0
1395752577|39.1|276.3|2|11.66|2.3|232.1|49.99|536|3283.5|4093|1|0|0|0|0|0|0|0|0|0
1395752637|38.6|276.7|2.1|11.66|2.5|231.9|49.97|569|3283.5|4093|1|0|0|0|0|0|0|0|0|0
1395752697|38.2|286.2|2.2|11.67|2.7|232|49.99|618|3283.5|4093|1|0|0|0|0|0|0|0|0|0
1395752757|38|282.7|2.4|11.68|2.9|232.2|49.99|663|3283.5|4093|1|0|0|0|0|0|0|0|0|0
1395752817|37.6|288.1|2.4|11.7|2.9|232|49.99|678|3283.6|4093|1|0|0|0|0|0|0|0|0|0
1395752877|37.3|286.1|2.4|11.71|2.9|231.8|50|665|3283.6|4093|1|0|0|0|0|0|0|0|0|0
1395752937|37|288.1|2.3|11.72|2.8|231.8|49.99|655|3283.6|4093|1|0|0|0|0|0|0|0|0|0
1395752997|36.7|288.1|2.3|11.73|2.8|232|49.99|656|3283.6|4093|1|0|0|0|0|0|0|0|0|0
1395753057|36.7|292.1|2.4|11.74|2.9|231.3|49.99|682|3283.6|4093|1|0|0|0|0|0|0|0|0|0
1395753117|36.2|292.2|2.5|11.75|3.1|231.4|50|712|3283.6|4093|1|0|0|0|0|0|0|0|0|0
1395753177|36.2|294.2|2.5|11.76|3.2|230.8|50|738|3283.6|4093|1|0|0|0|0|0|0|0|0|0
1395753237|35.9|290|2.5|11.78|3|231.5|49.99|703|3283.6|4093|1|0|0|0|0|0|0|0|0|0
1395753297|35.7|288.8|2.4|11.79|3|231.5|49.99|693|3283.7|4093|1|0|0|0|0|0|0|0|0|0
1395753357|35.7|290.7|2.5|11.8|3.1|232.4|50|709|3283.7|4093|1|0|0|0|0|0|0|0|0|0
1395753417|35.3|290.7|2.5|11.81|3|232.3|49.98|705|3283.7|4093|1|0|0|0|0|0|0|0|0|0
1395753477|35.2|292.1|2.4|11.82|3|232.3|49.97|701|3283.7|4093|1|0|0|0|0|0|0|0|0|0
1395753537|35|290.1|2.3|11.83|2.8|232.1|50|662|3283.7|4093|1|0|0|0|0|0|0|0|0|0
1395753597|35|294.7|2.2|11.84|2.8|232.4|49.98|639|3283.7|4093|1|0|0|0|0|0|0|0|0|0
1395753657|34.8|290.1|2.2|11.86|2.7|232.3|49.98|622|3283.7|4093|1|0|0|0|0|0|0|0|0|0
1395753717|34.7|292|2.2|11.87|2.7|232.2|49.98|625|3283.7|4093|1|0|0|0|0|0|0|0|0|0
1395753777|34.6|294|2.2|11.88|2.8|232.5|50|650|3283.7|4093|1|0|0|0|0|0|0|0|0|0
1395753837|34.3|294.1|2.4|11.89|3|232.3|50|690|3283.8|4093|1|0|0|0|0|0|0|0|0|0
1395753897|34.3|296.1|2.6|11.9|3.3|232|49.97|765|3283.8|4093|1|0|0|0|0|0|0|0|0|0
1395753957|34.4|302.7|5.1|11.92|6.4|233|49.97|1487|3283.8|4093|1|0|0|0|0|0|0|0|0|0
1395754017|34.6|300.6|3.8|11.95|4.8|232.9|49.99|1115|3283.8|4093|1|0|0|0|0|0|0|0|0|0
1395754077|34.4|295.1|2.8|11.96|3.5|232.4|49.99|824|3283.8|4093|1|0|0|0|0|0|0|0|0|0
1395754137|34.3|291.2|2.6|11.98|3.2|231.8|49.98|749|3283.8|4093|1|0|0|0|0|0|0|0|0|0
1395754197|34.1|294.3|3.2|11.99|4|231.3|49.98|915|3283.9|4093|1|0|0|0|0|0|0|0|0|0
1395754257|34.3|295.6|9.1|12.03|11|233.6|49.97|2571|3283.9|4093|1|0|0|0|0|0|0|0|0|0
1395754317|34.8|295.7|9|12.07|10.9|233.4|49.95|2539|3283.9|4093|1|0|0|0|0|0|0|0|0|0
1395754377|35.3|291.6|9|12.11|10.7|233.9|49.99|2511|3284|4093|1|0|0|0|0|0|0|0|0|0
1395754437|35.7|289.6|8.9|12.15|10.6|234|49.99|2480|3284|4093|1|0|0|0|0|0|0|0|0|0
1395754497|36.2|287.2|9.1|12.19|10.6|234|49.98|2488|3284.1|4093|1|0|0|0|0|0|0|0|0|0
1395754557|36.3|289.2|9|12.24|10.7|233.7|49.98|2504|3284.1|4093|1|0|0|0|0|0|0|0|0|0
1395754617|36.8|287.2|9|12.28|10.6|233.8|50|2479|3284.1|4093|1|0|0|0|0|0|0|0|0|0
1395754677|37.1|287.2|8.7|12.32|10.3|234.5|50|2406|3284.2|4093|1|0|0|0|0|0|0|0|0|0
1395754737|37.3|285.2|8.6|12.36|10.1|233.8|49.99|2353|3284.2|4093|1|0|0|0|0|0|0|0|0|0
1395754797|37.4|283.8|8.4|12.4|9.9|232.5|49.98|2296|3284.3|4093|1|0|0|0|0|0|0|0|0|0
1395754857|37.6|283.7|8.3|12.43|9.7|233.2|49.99|2267|3284.3|4093|1|0|0|0|0|0|0|0|0|0
1395754917|37.7|283.7|8.4|12.47|9.8|232.9|50.01|2277|3284.3|4093|1|0|0|0|0|0|0|0|0|0
1395754977|37.7|287|3.2|12.5|4|231.5|49.99|943|3284.4|4093|1|0|0|0|0|0|0|0|0|0
1395755037|37.4|284.6|2.2|12.51|2.6|231.5|49.99|606|3284.4|4093|1|0|0|0|0|0|0|0|0|0
1395755097|37.1|282.7|2|12.52|2.4|231.8|50|566|3284.4|4093|1|0|0|0|0|0|0|0|0|0
1395755157|36.7|288.5|2.1|12.53|2.6|231.8|49.98|594|3284.4|4093|1|0|0|0|0|0|0|0|0|0
1395755217|36.5|289.4|2.5|12.54|3|232.3|49.96|703|3284.4|4093|1|0|0|0|0|0|0|0|0|0
1395755277|36|289.6|2.2|12.56|2.7|232.3|49.98|627|3284.4|4093|1|0|0|0|0|0|0|0|0|0
1395755337|35.7|289.6|2.5|12.57|3|232.5|49.99|705|3284.4|4093|1|0|0|0|0|0|0|0|0|0
1395755397|35.7|292.6|2.4|12.59|2.9|232.5|49.98|684|3284.5|4093|1|0|0|0|0|0|0|0|0|0
1395755457|35.5|292.7|2.4|12.6|3|232.1|49.99|688|3284.5|4093|1|0|0|0|0|0|0|0|0|0
1395755517|35.3|289.6|4.7|12.61|5.6|233.1|49.97|1292|3284.5|4093|1|0|0|0|0|0|0|0|0|0
1395755577|35.2|297|2.1|12.63|2.6|232.5|49.97|603|3284.5|4093|1|0|0|0|0|0|0|0|0|0
1395755637|35|289|1.9|12.64|2.3|231.8|49.98|529|3284.5|4093|1|0|0|0|0|0|0|0|0|0
1395755697|35|285.7|1.7|12.65|2.1|231.8|49.99|478|3284.5|4093|1|0|0|0|0|0|0|0|0|0
1395755757|34.6|287.8|1.6|12.66|2|231.8|50|462|3284.5|4093|1|0|0|0|0|0|0|0|0|0
1395755817|34.6|285.7|1.6|12.67|2|231.3|49.99|449|3284.5|4093|1|0|0|0|0|0|0|0|0|0
1395755877|34.3|283.2|1.6|12.67|2|231.5|50|450|3284.5|4093|1|0|0|0|0|0|0|0|0|0
1395755937|34.1|287.7|1.6|12.68|2|231.8|50.01|460|3284.5|4093|1|0|0|0|0|0|0|0|0|0
1395755997|33.8|289.7|1.6|12.69|2|231.6|50.01|466|3284.6|4093|1|0|0|0|0|0|0|0|0|0
1395756057|33.8|293.1|1.6|12.7|2.1|232|49.98|472|3284.6|4093|1|0|0|0|0|0|0|0|0|0
1395756117|33.7|293|1.7|12.71|2.1|232|50|490|3284.6|4094|1|0|0|0|0|0|0|0|0|0
1395756177|33.5|290.3|2.5|12.71|3|232.3|50|691|3284.6|4094|1|0|0|0|0|0|0|0|0|0
1395756237|33.5|306|7.1|12.74|9|233.6|50.01|2107|3284.6|4094|1|0|0|0|0|0|0|0|0|0
1395756297|33.8|302|7.1|12.77|8.9|234.5|50.01|2090|3284.6|4094|1|0|0|0|0|0|0|0|0|0
1395756357|34.1|301.3|5.8|12.81|7.4|233.4|50.03|1738|3284.7|4094|1|0|0|0|0|0|0|0|0|0
1395756417|34.3|287|7|12.83|8.4|233.7|50.03|1955|3284.7|4094|1|0|0|0|0|0|0|0|0|0
1395756477|34.4|286.7|5|12.86|5.8|233.2|50.01|1367|3284.7|4094|1|0|0|0|0|0|0|0|0|0
1395756537|34.3|278.7|1.1|12.87|1.4|232|50|324|3284.7|4094|1|0|0|0|0|0|0|0|0|0
1395756597|34.1|280.3|1.1|12.87|1.4|232.2|50.01|307|3284.7|4094|1|0|0|0|0|0|0|0|0|0
1395756657|33.8|278.7|1|12.88|1.3|232|50|300|3284.7|4094|1|0|0|0|0|0|0|0|0|0
1395756717|33.7|286.2|1|12.88|1.3|231.8|50.01|295|3284.7|4094|1|0|0|0|0|0|0|0|0|0
1395756778|33.4|284.6|1|12.89|1.3|232.3|50|297|3284.8|4094|1|0|0|0|0|0|0|0|0|0
1395756837|33.2|280.7|1.1|12.89|1.4|232|50.01|304|3284.8|4094|1|0|0|0|0|0|0|0|0|0
1395756897|33.2|290.2|1.1|12.9|1.4|232.1|50.01|314|3284.8|4094|1|0|0|0|0|0|0|0|0|0
1395756957|32.9|296.2|1.1|12.9|1.4|231.8|49.99|324|3284.8|4094|1|0|0|0|0|0|0|0|0|0
1395757017|32.7|284.7|1.2|12.91|1.5|231.8|49.99|342|3284.8|4094|1|0|0|0|0|0|0|0|0|0
1395757077|32.4|292.6|1.2|12.92|1.6|231.8|49.98|357|3284.8|4094|1|0|0|0|0|0|0|0|0|0
1395757137|32.4|288.6|1.3|12.92|1.6|232|49.98|369|3284.8|4094|1|0|0|0|0|0|0|0|0|0
1395757197|32.4|290.2|1.3|12.93|1.7|231.8|50|382|3284.8|4094|1|0|0|0|0|0|0|0|0|0
1395757257|32.2|292.2|1.3|12.93|1.7|231.8|49.99|396|3284.8|4094|1|0|0|0|0|0|0|0|0|0
1395757317|32.1|290.2|1.4|12.94|1.8|231.8|49.97|415|3284.8|4094|1|0|0|0|0|0|0|0|0|0
1395757377|32.1|298.2|1.4|12.95|1.9|231.8|50|429|3284.8|4094|1|0|0|0|0|0|0|0|0|0
1395757437|31.9|294.6|1.5|12.96|1.9|232|49.99|445|3284.8|4094|1|0|0|0|0|0|0|0|0|0
1395757497|31.9|294.6|1.6|12.96|2|232.1|50.01|462|3284.8|4094|1|0|0|0|0|0|0|0|0|0
